@ NAME             %7s "VLTABLE"
@ TYPE             %04s "USER"
@ TITLE            %20s "FNAL Booster lattice"
@ ORIGIN           %24s "MAD-X 5.01.00 Windows 32"
@ DATE             %08s "24/03/13"
@ TIME             %08s "22.38.54"
*          TIME       I_VL01    I_VL10    I_VL11    I_VL12    I_VL13    I_VL14    I_VL15    I_VL16    I_VL17    I_VL18    I_VL19    I_VL02    I_VL20    I_VL21    I_VL22    I_VL23    I_VL24    I_VL03    I_VL04    I_VL05    I_VL06    I_VL07    I_VL08    I_VL09    
$          %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        
           14.080000  -6.712128e+00   3.752720e+00   1.487558e+01   6.760512e+00   2.166056e+01   6.136181e+00   1.847632e+01   1.512816e+01   9.316448e+00   5.985200e+00   4.989336e+00   -1.977072e+00   1.854960e+00   8.638704e+00   5.402576e+00   1.369274e+01   1.098925e+01   2.190584e+01   1.447520e+00   -7.152080e-01   4.469912e+00   -2.351040e+00   -6.398296e+00   -2.704976e+00   
           14.890000  -7.387749e+00   4.013135e+00   1.588185e+01   7.711371e+00   2.340773e+01   7.343494e+00   1.959331e+01   1.533228e+01   8.851184e+00   5.369600e+00   4.863138e+00   -3.115851e+00   2.026680e+00   9.514557e+00   5.815433e+00   1.493746e+01   1.182808e+01   2.164097e+01   -5.620900e-01   -1.371389e+00   4.513571e+00   -2.523570e+00   -6.534943e+00   -2.777633e+00   
           15.700000  -8.063370e+00   4.273550e+00   1.688811e+01   8.662230e+00   2.515490e+01   8.550807e+00   2.071030e+01   1.553640e+01   8.385920e+00   4.754000e+00   4.736940e+00   -4.254630e+00   2.198400e+00   1.039041e+01   6.228290e+00   1.618219e+01   1.266692e+01   2.137610e+01   -2.571700e+00   -2.027570e+00   4.557230e+00   -2.696100e+00   -6.671590e+00   -2.850290e+00   
           16.510000  -8.738991e+00   4.533965e+00   1.789437e+01   9.613089e+00   2.690207e+01   9.758120e+00   2.182729e+01   1.574052e+01   7.920656e+00   4.138400e+00   4.610742e+00   -5.393409e+00   2.370120e+00   1.126626e+01   6.641147e+00   1.742692e+01   1.350576e+01   2.111123e+01   -4.581310e+00   -2.683751e+00   4.600889e+00   -2.868630e+00   -6.808237e+00   -2.922947e+00   
           17.310000  -9.406271e+00   4.791165e+00   1.888821e+01   1.055221e+01   2.862767e+01   1.095053e+01   2.293049e+01   1.594212e+01   7.461136e+00   3.530400e+00   4.486102e+00   -6.518129e+00   2.539720e+00   1.213130e+01   7.048907e+00   1.865628e+01   1.433424e+01   2.084963e+01   -6.566110e+00   -3.331831e+00   4.644009e+00   -3.039030e+00   -6.943197e+00   -2.994707e+00   
           19.710000  -1.140811e+01   5.562765e+00   2.186973e+01   1.336957e+01   3.380447e+01   1.452775e+01   2.624009e+01   1.654692e+01   6.082576e+00   1.706400e+00   4.112182e+00   -9.892289e+00   3.048520e+00   1.472642e+01   8.272187e+00   2.234436e+01   1.681968e+01   2.006483e+01   -1.252051e+01   -5.276071e+00   4.773369e+00   -3.550230e+00   -7.348077e+00   -3.209987e+00   
           20.510000  -1.220377e+01   5.727102e+00   2.249095e+01   1.336363e+01   3.350435e+01   1.401055e+01   2.589914e+01   1.641005e+01   6.500120e+00   1.720005e+00   3.993518e+00   -1.064595e+01   3.100225e+00   1.537617e+01   8.770625e+00   2.308495e+01   1.752715e+01   1.909232e+01   -1.382820e+01   -5.624390e+00   4.535105e+00   -3.527043e+00   -6.817895e+00   -2.938373e+00   
           21.310000  -1.307244e+01   5.838636e+00   2.290028e+01   1.282029e+01   3.205235e+01   1.252122e+01   2.473701e+01   1.608072e+01   7.416387e+00   2.087072e+00   3.878251e+00   -1.118862e+01   3.084892e+00   1.590351e+01   9.320625e+00   2.354762e+01   1.816582e+01   1.771558e+01   -1.475087e+01   -5.802257e+00   4.136838e+00   -3.393776e+00   -5.909495e+00   -2.471506e+00   
           22.110000  -1.394111e+01   5.950169e+00   2.330962e+01   1.227696e+01   3.060035e+01   1.103188e+01   2.357487e+01   1.575138e+01   8.332653e+00   2.454138e+00   3.762984e+00   -1.173128e+01   3.069558e+00   1.643084e+01   9.870625e+00   2.401028e+01   1.880448e+01   1.633883e+01   -1.567353e+01   -5.980123e+00   3.738572e+00   -3.260509e+00   -5.001095e+00   -2.004639e+00   
           22.910000  -1.480977e+01   6.061702e+00   2.371895e+01   1.173363e+01   2.914835e+01   9.542550e+00   2.241274e+01   1.542205e+01   9.248920e+00   2.821205e+00   3.647718e+00   -1.227395e+01   3.054225e+00   1.695817e+01   1.042062e+01   2.447295e+01   1.944315e+01   1.496208e+01   -1.659620e+01   -6.157990e+00   3.340305e+00   -3.127243e+00   -4.092695e+00   -1.537773e+00   
           23.700000  -1.566758e+01   6.171842e+00   2.412317e+01   1.119708e+01   2.771450e+01   8.071833e+00   2.126513e+01   1.509683e+01   1.015373e+01   3.183683e+00   3.533892e+00   -1.280983e+01   3.039083e+00   1.747892e+01   1.096375e+01   2.492983e+01   2.007383e+01   1.360255e+01   -1.750733e+01   -6.333633e+00   2.947017e+00   -2.995642e+00   -3.195650e+00   -1.076742e+00   
           24.500000  -1.653625e+01   6.283375e+00   2.453250e+01   1.065375e+01   2.626250e+01   6.582500e+00   2.010300e+01   1.476750e+01   1.107000e+01   3.550750e+00   3.418625e+00   -1.335250e+01   3.023750e+00   1.800625e+01   1.151375e+01   2.539250e+01   2.071250e+01   1.222580e+01   -1.843000e+01   -6.511500e+00   2.548750e+00   -2.862375e+00   -2.287250e+00   -6.098750e-01   
           25.290000  -1.739406e+01   6.393514e+00   2.493672e+01   1.011721e+01   2.482865e+01   5.111783e+00   1.895539e+01   1.444228e+01   1.197481e+01   3.913228e+00   3.304799e+00   -1.388838e+01   3.008608e+00   1.852699e+01   1.205687e+01   2.584938e+01   2.134318e+01   1.086626e+01   -1.934113e+01   -6.687143e+00   2.155462e+00   -2.730774e+00   -1.390205e+00   -1.488442e-01   
           26.090000  -1.826272e+01   6.505047e+00   2.534605e+01   9.573875e+00   2.337665e+01   3.622450e+00   1.779326e+01   1.411295e+01   1.289108e+01   4.280295e+00   3.189533e+00   -1.443105e+01   2.993275e+00   1.905432e+01   1.260687e+01   2.631205e+01   2.198185e+01   9.489516e+00   -2.026380e+01   -6.865010e+00   1.757195e+00   -2.597508e+00   -4.818050e-01   3.180225e-01   
           26.880000  -1.912053e+01   6.615187e+00   2.575027e+01   9.037333e+00   2.194280e+01   2.151733e+00   1.664565e+01   1.378773e+01   1.379589e+01   4.642773e+00   3.075707e+00   -1.496693e+01   2.978133e+00   1.957507e+01   1.315000e+01   2.676893e+01   2.261253e+01   8.129979e+00   -2.117493e+01   -7.040653e+00   1.363907e+00   -2.465907e+00   4.152400e-01   7.790533e-01   
           27.670000  -1.997834e+01   6.725326e+00   2.615448e+01   8.500792e+00   2.050895e+01   6.810167e-01   1.549805e+01   1.346252e+01   1.470071e+01   5.005252e+00   2.961881e+00   -1.550282e+01   2.962992e+00   2.009581e+01   1.369312e+01   2.722582e+01   2.324322e+01   6.770441e+00   -2.208607e+01   -7.216297e+00   9.706183e-01   -2.334306e+00   1.312285e+00   1.240084e+00   
           28.460000  -2.083615e+01   6.835465e+00   2.655870e+01   7.964250e+00   1.907510e+01   -7.897000e-01   1.435044e+01   1.313730e+01   1.560552e+01   5.367730e+00   2.848055e+00   -1.603870e+01   2.947850e+00   2.061655e+01   1.423625e+01   2.768270e+01   2.387390e+01   5.410904e+00   -2.299720e+01   -7.391940e+00   5.773300e-01   -2.202705e+00   2.209330e+00   1.701115e+00   
           29.250000  -2.169396e+01   6.945604e+00   2.696292e+01   7.427708e+00   1.764125e+01   -2.260417e+00   1.320283e+01   1.281208e+01   1.651033e+01   5.730208e+00   2.734229e+00   -1.657458e+01   2.932708e+00   2.113729e+01   1.477937e+01   2.813958e+01   2.450458e+01   4.051367e+00   -2.390833e+01   -7.567583e+00   1.840417e-01   -2.071104e+00   3.106375e+00   2.162146e+00   
