@ NAME             %8s "SQSTABLE"
@ TYPE             %04s "USER"
@ TITLE            %20s "FNAL Booster lattice"
@ ORIGIN           %24s "MAD-X 5.01.00 Windows 32"
@ DATE             %08s "24/03/13"
@ TIME             %08s "22.38.54"
*          TIME       I_SQS01    I_SQS10    I_SQS11    I_SQS12    I_SQS13    I_SQS14    I_SQS15    I_SQS16    I_SQS17    I_SQS18    I_SQS19    I_SQS02    I_SQS20    I_SQS21    I_SQS22    I_SQS23    I_SQS24    I_SQS03    I_SQS04    I_SQS05    I_SQS06    I_SQS07    I_SQS08    I_SQS09    
$          %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        
           22.110000  1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   1.217250e+00   
           22.910000  1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   1.076353e+00   
           23.700000  1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   1.509800e+00   
           24.500000  1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   1.777588e+00   
           25.290000  1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   1.535012e+00   
           26.090000  1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   1.306235e+00   
           26.880000  1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   1.211746e+00   
           27.670000  1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   1.117256e+00   
           28.460000  1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   1.022766e+00   
           29.250000  9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   9.237125e-01   
