@ NAME             %7s "QLTABLE"
@ TYPE             %04s "USER"
@ TITLE            %20s "FNAL Booster lattice"
@ ORIGIN           %24s "MAD-X 5.01.00 Windows 32"
@ DATE             %08s "24/03/13"
@ TIME             %08s "22.38.54"
*          TIME       I_QL01    I_QL10    I_QL11    I_QL12    I_QL13    I_QL14    I_QL15    I_QL16    I_QL17    I_QL18    I_QL19    I_QL02    I_QL20    I_QL21    I_QL22    I_QL23    I_QL24    I_QL03    I_QL04    I_QL05    I_QL06    I_QL07    I_QL08    I_QL09    
$          %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        
           13.260000  -1.626042e+00   -8.931798e+00   -3.095921e+00   -3.677128e+00   -2.840031e+00   -1.051871e+01   -5.145024e+00   -1.046912e+01   -8.114537e+00   -6.033696e+00   -2.516698e+00   -1.501073e+00   -2.080296e+00   -3.540257e+00   9.645952e-01   -1.147984e+00   -1.372136e+00   -7.198094e+00   -5.591344e+00   -4.655064e+00   -9.310673e+00   -2.838048e+00   -4.089726e+00   3.496660e-01   
           14.080000  -2.036042e+00   -9.341798e+00   -3.505921e+00   -4.087128e+00   -3.250031e+00   -1.092871e+01   -5.555024e+00   -1.087912e+01   -8.524537e+00   -6.443696e+00   -2.926698e+00   -1.911073e+00   -2.490296e+00   -3.950257e+00   5.545952e-01   -1.557984e+00   -1.782136e+00   -7.608094e+00   -6.001344e+00   -5.065064e+00   -9.720673e+00   -3.248048e+00   -4.499726e+00   -6.033398e-02   
           14.890000  -2.603709e+00   -9.909464e+00   -4.073588e+00   -4.654795e+00   -3.817698e+00   -1.149638e+01   -6.122691e+00   -1.144679e+01   -9.092204e+00   -7.011362e+00   -3.494364e+00   -2.478739e+00   -3.057963e+00   -4.517924e+00   -1.307145e-02   -2.125651e+00   -2.349802e+00   -8.175761e+00   -6.569010e+00   -5.632731e+00   -1.028834e+01   -3.815714e+00   -5.067393e+00   -6.280007e-01   
           15.700000  -2.912620e+00   -1.021838e+01   -4.382499e+00   -4.963706e+00   -4.126609e+00   -1.180529e+01   -6.431602e+00   -1.175570e+01   -9.401115e+00   -7.320273e+00   -3.803275e+00   -2.787650e+00   -3.366874e+00   -4.826835e+00   -3.219824e-01   -2.434562e+00   -2.658713e+00   -8.484672e+00   -6.877921e+00   -5.941642e+00   -1.059725e+01   -4.124625e+00   -5.376304e+00   -9.369116e-01   
           16.510000  -3.184800e+00   -1.049056e+01   -4.654679e+00   -5.235886e+00   -4.398789e+00   -1.207747e+01   -6.703782e+00   -1.202788e+01   -9.673295e+00   -7.592454e+00   -4.075455e+00   -3.059830e+00   -3.639054e+00   -5.099015e+00   -5.941625e-01   -2.706742e+00   -2.930894e+00   -8.756852e+00   -7.150101e+00   -6.213822e+00   -1.086943e+01   -4.396805e+00   -5.648484e+00   -1.209092e+00   
           17.310000  -3.396042e+00   -1.070180e+01   -4.865921e+00   -5.447128e+00   -4.610031e+00   -1.228871e+01   -6.915024e+00   -1.223912e+01   -9.884537e+00   -7.803696e+00   -4.286698e+00   -3.271073e+00   -3.850296e+00   -5.310257e+00   -8.054048e-01   -2.917984e+00   -3.142136e+00   -8.968094e+00   -7.361344e+00   -6.425064e+00   -1.108067e+01   -4.608048e+00   -5.859726e+00   -1.420334e+00   
           19.710000  -7.601667e+00   -1.490742e+01   -9.071546e+00   -9.652753e+00   -8.815656e+00   -1.649434e+01   -1.112065e+01   -1.644475e+01   -1.409016e+01   -1.200932e+01   -8.492323e+00   -7.476698e+00   -8.055921e+00   -9.515882e+00   -5.011030e+00   -7.123609e+00   -7.347761e+00   -1.317372e+01   -1.156697e+01   -1.063069e+01   -1.528630e+01   -8.813673e+00   -1.006535e+01   -5.625959e+00   
           20.510000  -4.735142e+00   -1.204090e+01   -6.205021e+00   -6.786228e+00   -5.949131e+00   -1.362781e+01   -8.254124e+00   -1.357822e+01   -1.122364e+01   -9.142796e+00   -5.625798e+00   -4.610173e+00   -5.189396e+00   -6.649357e+00   -2.144505e+00   -4.257084e+00   -4.481236e+00   -1.030719e+01   -8.700444e+00   -7.764164e+00   -1.241977e+01   -5.947148e+00   -7.198826e+00   -2.759434e+00   
           21.310000  -4.591942e+00   -1.189770e+01   -6.061821e+00   -6.643028e+00   -5.805931e+00   -1.348461e+01   -8.110924e+00   -1.343502e+01   -1.108044e+01   -8.999596e+00   -5.482598e+00   -4.466973e+00   -5.046196e+00   -6.506157e+00   -2.001305e+00   -4.113884e+00   -4.338036e+00   -1.016399e+01   -8.557244e+00   -7.620964e+00   -1.227657e+01   -5.803948e+00   -7.055626e+00   -2.616234e+00   
           22.110000  -4.962292e+00   -1.226805e+01   -6.432171e+00   -7.013378e+00   -6.176281e+00   -1.385496e+01   -8.481274e+00   -1.380537e+01   -1.145079e+01   -9.369946e+00   -5.852948e+00   -4.837323e+00   -5.416546e+00   -6.876507e+00   -2.371655e+00   -4.484234e+00   -4.708386e+00   -1.053434e+01   -8.927594e+00   -7.991314e+00   -1.264692e+01   -6.174298e+00   -7.425976e+00   -2.986584e+00   
           22.910000  -5.458626e+00   -1.276438e+01   -6.928506e+00   -7.509713e+00   -6.672616e+00   -1.435130e+01   -8.977608e+00   -1.430171e+01   -1.194712e+01   -9.866280e+00   -6.349282e+00   -5.333657e+00   -5.912881e+00   -7.372841e+00   -2.867989e+00   -4.980569e+00   -5.204720e+00   -1.103068e+01   -9.423928e+00   -8.487649e+00   -1.314326e+01   -6.670632e+00   -7.922310e+00   -3.482918e+00   
           23.700000  -6.147371e+00   -1.345313e+01   -7.617251e+00   -8.198458e+00   -7.361361e+00   -1.504004e+01   -9.666353e+00   -1.499045e+01   -1.263587e+01   -1.055503e+01   -7.038027e+00   -6.022402e+00   -6.601626e+00   -8.061586e+00   -3.556734e+00   -5.669314e+00   -5.893465e+00   -1.171942e+01   -1.011267e+01   -9.176394e+00   -1.383200e+01   -7.359377e+00   -8.611055e+00   -4.171663e+00   
           24.500000  -6.765242e+00   -1.407100e+01   -8.235121e+00   -8.816328e+00   -7.979231e+00   -1.565791e+01   -1.028422e+01   -1.560832e+01   -1.325374e+01   -1.117290e+01   -7.655898e+00   -6.640273e+00   -7.219496e+00   -8.679457e+00   -4.174605e+00   -6.287184e+00   -6.511336e+00   -1.233729e+01   -1.073054e+01   -9.794264e+00   -1.444987e+01   -7.977248e+00   -9.228926e+00   -4.789534e+00   
           25.290000  -7.699042e+00   -1.500480e+01   -9.168921e+00   -9.750128e+00   -8.913031e+00   -1.659171e+01   -1.121802e+01   -1.654212e+01   -1.418754e+01   -1.210670e+01   -8.589698e+00   -7.574073e+00   -8.153296e+00   -9.613257e+00   -5.108405e+00   -7.220984e+00   -7.445136e+00   -1.327109e+01   -1.166434e+01   -1.072806e+01   -1.538367e+01   -8.911048e+00   -1.016273e+01   -5.723334e+00   
           26.090000  -7.954792e+00   -1.526055e+01   -9.424671e+00   -1.000588e+01   -9.168781e+00   -1.684746e+01   -1.147377e+01   -1.679787e+01   -1.444329e+01   -1.236245e+01   -8.845448e+00   -7.829823e+00   -8.409046e+00   -9.869007e+00   -5.364155e+00   -7.476734e+00   -7.700886e+00   -1.352684e+01   -1.192009e+01   -1.098381e+01   -1.563942e+01   -9.166798e+00   -1.041848e+01   -5.979084e+00   
           26.880000  -8.607842e+00   -1.591360e+01   -1.007772e+01   -1.065893e+01   -9.821831e+00   -1.750051e+01   -1.212682e+01   -1.745092e+01   -1.509634e+01   -1.301550e+01   -9.498498e+00   -8.482873e+00   -9.062096e+00   -1.052206e+01   -6.017205e+00   -8.129784e+00   -8.353936e+00   -1.417989e+01   -1.257314e+01   -1.163686e+01   -1.629247e+01   -9.819848e+00   -1.107153e+01   -6.632134e+00   
           27.670000  -9.116792e+00   -1.642255e+01   -1.058667e+01   -1.116788e+01   -1.033078e+01   -1.800946e+01   -1.263577e+01   -1.795987e+01   -1.560529e+01   -1.352445e+01   -1.000745e+01   -8.991823e+00   -9.571046e+00   -1.103101e+01   -6.526155e+00   -8.638734e+00   -8.862886e+00   -1.468884e+01   -1.308209e+01   -1.214581e+01   -1.680142e+01   -1.032880e+01   -1.158048e+01   -7.141084e+00   
           28.460000  -9.587042e+00   -1.689280e+01   -1.105692e+01   -1.163813e+01   -1.080103e+01   -1.847971e+01   -1.310602e+01   -1.843012e+01   -1.607554e+01   -1.399470e+01   -1.047770e+01   -9.462073e+00   -1.004130e+01   -1.150126e+01   -6.996405e+00   -9.108984e+00   -9.333136e+00   -1.515909e+01   -1.355234e+01   -1.261606e+01   -1.727167e+01   -1.079905e+01   -1.205073e+01   -7.611334e+00   
           29.250000  -1.007844e+01   -1.738420e+01   -1.154832e+01   -1.212953e+01   -1.129243e+01   -1.897111e+01   -1.359742e+01   -1.892152e+01   -1.656694e+01   -1.448610e+01   -1.096910e+01   -9.953473e+00   -1.053270e+01   -1.199266e+01   -7.487805e+00   -9.600384e+00   -9.824536e+00   -1.565049e+01   -1.404374e+01   -1.310746e+01   -1.776307e+01   -1.129045e+01   -1.254213e+01   -8.102734e+00   
