@ NAME             %7s "QSTABLE"
@ TYPE             %04s "USER"
@ TITLE            %20s "FNAL Booster lattice"
@ ORIGIN           %24s "MAD-X 5.01.00 Windows 32"
@ DATE             %08s "24/03/13"
@ TIME             %08s "22.38.54"
*          TIME       I_QS01    I_QS10    I_QS11    I_QS12    I_QS13    I_QS14    I_QS15    I_QS16    I_QS17    I_QS18    I_QS19    I_QS02    I_QS20    I_QS21    I_QS22    I_QS23    I_QS24    I_QS03    I_QS04    I_QS05    I_QS06    I_QS07    I_QS08    I_QS09    
$          %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        
           13.260000  6.980294e+00   3.739022e+00   2.257241e+00   5.171212e+00   4.828042e+00   3.802498e+00   8.856820e+00   6.038064e+00   4.234932e+00   2.550820e+00   1.503457e+00   9.084939e+00   7.893453e-01   3.013009e+00   2.193764e+00   7.347268e+00   6.133278e+00   3.782662e+00   7.446450e+00   4.601906e+00   2.245339e+00   3.356179e+00   1.846627e+00   1.824807e+00   
           14.080000  7.379360e+00   4.138088e+00   2.656307e+00   5.570278e+00   5.227108e+00   4.201565e+00   9.255886e+00   6.437130e+00   4.633999e+00   2.949887e+00   1.902523e+00   9.484005e+00   1.188412e+00   3.412075e+00   2.592831e+00   7.746334e+00   6.532345e+00   4.181729e+00   7.845516e+00   5.000973e+00   2.644406e+00   3.755245e+00   2.245693e+00   2.223873e+00   
           14.890000  7.869238e+00   4.627966e+00   3.146185e+00   6.060156e+00   5.716986e+00   4.691443e+00   9.745764e+00   6.927008e+00   5.123877e+00   3.439764e+00   2.392401e+00   9.973883e+00   1.678290e+00   3.901953e+00   3.082709e+00   8.236212e+00   7.022223e+00   4.671606e+00   8.335394e+00   5.490851e+00   3.134283e+00   4.245123e+00   2.735571e+00   2.713751e+00   
           15.700000  8.319694e+00   5.078422e+00   3.596641e+00   6.510612e+00   6.167442e+00   5.141898e+00   1.019622e+01   7.377464e+00   5.574332e+00   3.890220e+00   2.842857e+00   1.042434e+01   2.128745e+00   4.352409e+00   3.533164e+00   8.686668e+00   7.472678e+00   5.122062e+00   8.785850e+00   5.941306e+00   3.584739e+00   4.695579e+00   3.186027e+00   3.164207e+00   
           16.510000  8.834081e+00   5.592809e+00   4.111028e+00   7.024999e+00   6.681829e+00   5.656286e+00   1.071061e+01   7.891851e+00   6.088720e+00   4.404607e+00   3.357244e+00   1.093873e+01   2.643133e+00   4.866796e+00   4.047552e+00   9.201055e+00   7.987066e+00   5.636449e+00   9.300237e+00   6.455694e+00   4.099126e+00   5.209966e+00   3.700414e+00   3.678594e+00   
           17.310000  9.588994e+00   6.347722e+00   4.865941e+00   7.779912e+00   7.436742e+00   6.411198e+00   1.146552e+01   8.646764e+00   6.843632e+00   5.159520e+00   4.112157e+00   1.169364e+01   3.398045e+00   5.621709e+00   4.802464e+00   9.955968e+00   8.741978e+00   6.391362e+00   1.005515e+01   7.210606e+00   4.854039e+00   5.964879e+00   4.455327e+00   4.433507e+00   
           19.710000  1.813421e+01   1.489294e+01   1.341116e+01   1.632513e+01   1.598196e+01   1.495641e+01   2.001074e+01   1.719198e+01   1.538885e+01   1.370474e+01   1.265737e+01   2.023885e+01   1.194326e+01   1.416692e+01   1.334768e+01   1.850118e+01   1.728719e+01   1.493658e+01   1.860037e+01   1.575582e+01   1.339925e+01   1.451009e+01   1.300054e+01   1.297872e+01   
           20.510000  2.222136e+01   1.898008e+01   1.749830e+01   2.041227e+01   2.006910e+01   1.904356e+01   2.409788e+01   2.127913e+01   1.947600e+01   1.779188e+01   1.674452e+01   2.432600e+01   1.603041e+01   1.825407e+01   1.743483e+01   2.258833e+01   2.137434e+01   1.902373e+01   2.268751e+01   1.984297e+01   1.748640e+01   1.859724e+01   1.708769e+01   1.706587e+01   
           21.310000  2.360763e+01   2.036636e+01   1.888458e+01   2.179855e+01   2.145538e+01   2.042983e+01   2.548415e+01   2.266540e+01   2.086227e+01   1.917815e+01   1.813079e+01   2.571227e+01   1.741668e+01   1.964034e+01   1.882110e+01   2.397460e+01   2.276061e+01   2.041000e+01   2.407378e+01   2.122924e+01   1.887267e+01   1.998351e+01   1.847396e+01   1.845214e+01   
           22.110000  2.519070e+01   2.194942e+01   2.046764e+01   2.338161e+01   2.303844e+01   2.201290e+01   2.706722e+01   2.424847e+01   2.244534e+01   2.076122e+01   1.971386e+01   2.729534e+01   1.899975e+01   2.122341e+01   2.040417e+01   2.555767e+01   2.434368e+01   2.199307e+01   2.565685e+01   2.281231e+01   2.045574e+01   2.156658e+01   2.005703e+01   2.003521e+01   
           22.910000  2.657342e+01   2.333215e+01   2.185037e+01   2.476434e+01   2.442117e+01   2.339563e+01   2.844995e+01   2.563119e+01   2.382806e+01   2.214395e+01   2.109659e+01   2.867807e+01   2.038247e+01   2.260614e+01   2.178689e+01   2.694040e+01   2.572641e+01   2.337579e+01   2.703958e+01   2.419504e+01   2.183847e+01   2.294931e+01   2.143976e+01   2.141794e+01   
           23.700000  2.669787e+01   2.345660e+01   2.197482e+01   2.488879e+01   2.454562e+01   2.352008e+01   2.857440e+01   2.575564e+01   2.395251e+01   2.226840e+01   2.122104e+01   2.880252e+01   2.050693e+01   2.273059e+01   2.191135e+01   2.706485e+01   2.585086e+01   2.350024e+01   2.716403e+01   2.431949e+01   2.196292e+01   2.307376e+01   2.156421e+01   2.154239e+01   
           24.500000  2.697809e+01   2.373682e+01   2.225504e+01   2.516901e+01   2.482584e+01   2.380030e+01   2.885462e+01   2.603586e+01   2.423273e+01   2.254862e+01   2.150126e+01   2.908274e+01   2.078715e+01   2.301081e+01   2.219156e+01   2.734507e+01   2.613108e+01   2.378046e+01   2.744425e+01   2.459971e+01   2.224314e+01   2.335398e+01   2.184443e+01   2.182261e+01   
           25.290000  2.710609e+01   2.386482e+01   2.238304e+01   2.529701e+01   2.495384e+01   2.392830e+01   2.898262e+01   2.616386e+01   2.436073e+01   2.267662e+01   2.162926e+01   2.921074e+01   2.091515e+01   2.313881e+01   2.231956e+01   2.747307e+01   2.625908e+01   2.390846e+01   2.757225e+01   2.472771e+01   2.237114e+01   2.348198e+01   2.197243e+01   2.195061e+01   
           26.090000  2.710609e+01   2.386482e+01   2.238304e+01   2.529701e+01   2.495384e+01   2.392830e+01   2.898262e+01   2.616386e+01   2.436073e+01   2.267662e+01   2.162926e+01   2.921074e+01   2.091515e+01   2.313881e+01   2.231956e+01   2.747307e+01   2.625908e+01   2.390846e+01   2.757225e+01   2.472771e+01   2.237114e+01   2.348198e+01   2.197243e+01   2.195061e+01   
           26.880000  2.731729e+01   2.407602e+01   2.259424e+01   2.550821e+01   2.516504e+01   2.413950e+01   2.919382e+01   2.637506e+01   2.457193e+01   2.288782e+01   2.184046e+01   2.942194e+01   2.112635e+01   2.335001e+01   2.253076e+01   2.768427e+01   2.647028e+01   2.411966e+01   2.778345e+01   2.493891e+01   2.258234e+01   2.369318e+01   2.218363e+01   2.216181e+01   
           27.670000  2.743609e+01   2.419482e+01   2.271304e+01   2.562701e+01   2.528384e+01   2.425830e+01   2.931262e+01   2.649386e+01   2.469073e+01   2.300662e+01   2.195926e+01   2.954074e+01   2.124515e+01   2.346881e+01   2.264956e+01   2.780307e+01   2.658908e+01   2.423846e+01   2.790225e+01   2.505771e+01   2.270114e+01   2.381198e+01   2.230243e+01   2.228061e+01   
           28.460000  2.846276e+01   2.522149e+01   2.373971e+01   2.665368e+01   2.631051e+01   2.528497e+01   3.033929e+01   2.752053e+01   2.571740e+01   2.403329e+01   2.298592e+01   3.056741e+01   2.227181e+01   2.449548e+01   2.367623e+01   2.882973e+01   2.761575e+01   2.526513e+01   2.892892e+01   2.608437e+01   2.372781e+01   2.483865e+01   2.332909e+01   2.330727e+01   
           29.250000  2.934849e+01   2.610722e+01   2.462544e+01   2.753941e+01   2.719624e+01   2.617070e+01   3.122502e+01   2.840626e+01   2.660313e+01   2.491902e+01   2.387166e+01   3.145314e+01   2.315755e+01   2.538121e+01   2.456196e+01   2.971547e+01   2.850148e+01   2.615086e+01   2.981465e+01   2.697011e+01   2.461354e+01   2.572438e+01   2.421483e+01   2.419301e+01   
